"","Aging..Premature","Asthenia","Fever","Fever.of.Unknown.Origin","Sweating.Sickness","Hypothermia","Body.Weight","Birth.Weight","Fetal.Macrosomia","Body.Weight.Changes","Weight.Gain","Weight.Loss","Emaciation","Cachexia","Fetal.Weight","Overweight","Obesity","Obesity..Morbid","Thinness","Cardiac.Output..High","Cardiac.Output..Low","Chills","Cyanosis","Infantile.Apparent.Life.Threatening.Event","Edema","Edema..Cardiac","Hydrops.Fetalis","Eye.Manifestations","Eye.Hemorrhage","Eye.Pain","Susac.Syndrome","Fatigue","Mental.Fatigue","Feminization","Fetal.Distress","Flushing","Heart.Murmurs","Systolic.Murmurs","Hot.Flashes","Hypergammaglobulinemia","Intermittent.Claudication","Mobility.Limitation","Motion.Sickness","Space.Motion.Sickness","Neurologic.Manifestations","Cerebrospinal.Fluid.Otorrhea","Cerebrospinal.Fluid.Rhinorrhea","Decerebrate.State","Dyskinesias","Ataxia","Cerebellar.Ataxia","Gait.Ataxia","Athetosis","Catalepsy","Chorea","Dystonia","Torticollis","Hyperkinesis","Hypokinesia","Myoclonus","Psychomotor.Agitation","Akathisia..Drug.Induced","Synkinesis","Tics","Tremor","Gait.Disorders..Neurologic","Gait.Apraxia","Meningism","Neurobehavioral.Manifestations","Apraxias","Alien.Hand.Syndrome","Catatonia","Communication.Disorders","Language.Disorders","Agraphia","Anomia","Dyslexia","Dyslexia..Acquired","Alexia..Pure","Language.Development.Disorders","Speech.Disorders","Aphasia","Aphasia..Broca","Aphasia..Conduction","Aphasia..Primary.Progressive","Primary.Progressive.Nonfluent.Aphasia","Aphasia..Wernicke","Articulation.Disorders","Dysarthria","Echolalia","Mutism","Stuttering","Learning.Disorders","Confusion","Delirium","Consciousness.Disorders","Unconsciousness","Coma","Persistent.Vegetative.State","Stupor","Syncope","Syncope..Vasovagal","Lethargy","Memory.Disorders","Amnesia","Amnesia..Anterograde","Amnesia..Retrograde","Amnesia..Transient.Global","Korsakoff.Syndrome","Mental.Retardation","Perceptual.Disorders","Agnosia","Gerstmann.Syndrome","Prosopagnosia","Auditory.Perceptual.Disorders","Hallucinations","Illusions","Phantom.Limb","Psychomotor.Disorders","Apraxia..Ideomotor","Fasciculation","Muscle.Cramp","Muscle.Hypertonia","Muscle.Rigidity","Muscle.Spasticity","Muscle.Hypotonia","Muscle.Weakness","Muscular.Atrophy","Sarcopenia","Myokymia","Myotonia","Spasm","Hemifacial.Spasm","Trismus","Tetany","Orthostatic.Intolerance","Pain","Back.Pain","Low.Back.Pain","Facial.Pain","Headache","Slit.Ventricle.Syndrome","Labor.Pain","Metatarsalgia","Neck.Pain","Neuralgia","Neuralgia..Postherpetic","Piriformis.Muscle.Syndrome","Sciatica","Pain..Intractable","Pain..Referred","Paralysis","Facial.Paralysis","Gastroparesis","Hemiplegia","Ophthalmoplegia","Ophthalmoplegia..Chronic.Progressive.External","Supranuclear.Palsy..Progressive","Paraplegia","Brown.Sequard.Syndrome","Pseudobulbar.Palsy","Quadriplegia","Respiratory.Paralysis","Vocal.Cord.Paralysis","Paresis","Paraparesis","Paraparesis..Spastic","Psychophysiologic.Disorders","Pupil.Disorders","Anisocoria","Miosis","Horner.Syndrome","Tonic.Pupil","Reflex..Abnormal","Reflex..Babinski","Seizures","Sensation.Disorders","Dizziness","Hearing.Disorders","Hearing.Loss","Deafness","Deaf.Blind.Disorders","Hearing.Loss..Bilateral","Hearing.Loss..Conductive","Hearing.Loss..Functional","Hearing.Loss..High.Frequency","Hearing.Loss..Mixed.Conductive.Sensorineural","Hearing.Loss..Sensorineural","Hearing.Loss..Central","Hearing.Loss..Noise.Induced","Presbycusis","Usher.Syndromes","Hearing.Loss..Sudden","Hearing.Loss..Unilateral","Hyperacusis","Tinnitus","Olfaction.Disorders","Somatosensory.Disorders","Hyperalgesia","Hyperesthesia","Hypesthesia","Paresthesia","Taste.Disorders","Ageusia","Dysgeusia","Vision.Disorders","Amblyopia","Blindness","Amaurosis.Fugax","Blindness..Cortical","Color.Vision.Defects","Diplopia","Hemianopsia","Photophobia","Scotoma","Vision..Low","Sleep.Disorders","Sleep.Deprivation","Urinary.Bladder..Neurogenic","Vertigo","Voice.Disorders","Aphonia","Dysphonia","Hoarseness","Oral.Manifestations","Oral.Hemorrhage","Abdominal.Pain","Abdomen..Acute","Colic","Renal.Colic","Arthralgia","Shoulder.Pain","Chest.Pain","Angina.Pectoris","Acute.Coronary.Syndrome","Angina..Unstable","Angina.Pectoris..Variant","Earache","Toothache","Flank.Pain","Glossalgia","Pain..Postoperative","Pelvic.Pain","Dysmenorrhea","Pseudophakia","Reticulocytosis","Aerophagy","Anorexia","Constipation","Coprophagia","Diarrhea","Diarrhea..Infantile","Dyspepsia","Encopresis","Eructation","Flatulence","Gagging","Halitosis","Heartburn","Hiccup","Hyperphagia","Bulimia","Nausea","Postoperative.Nausea.and.Vomiting","Vomiting","Hematemesis","Morning.Sickness","Hyperemesis.Gravidarum","Vomiting..Anticipatory","Anoxia","Fetal.Hypoxia","Apnea","Cheyne.Stokes.Respiration","Cough","Dyspnea","Dyspnea..Paroxysmal","Hemoptysis","Hypercapnia","Hyperoxia","Hyperventilation","Hypocapnia","Hypoventilation","Mouth.Breathing","Respiratory.Aspiration","Respiratory.Sounds","Snoring","Sneezing","Skin.Manifestations","Cafe.au.Lait.Spots","Ecchymosis","Jaundice","Jaundice..Obstructive","Livedo.Reticularis","Necrolytic.Migratory.Erythema","Pallor","Pruritus","Tinea.Pedis","Purpura","Purpura.Fulminans","Purpura..Hyperglobulinemic","Purpura..Schoenlein.Henoch","Purpura..Thrombocytopenic","Purpura..Thrombocytopenic..Idiopathic","Purpura..Thrombotic.Thrombocytopenic","Waterhouse.Friderichsen.Syndrome","Striae.Distensae","Dysuria","Hypercalciuria","Nocturia","Oliguria","Polyuria","Prostatism","Proteinuria","Albuminuria","Hemoglobinuria","Urinary.Bladder..Overactive","Urinary.Incontinence","Urinary.Incontinence..Stress","Urinary.Incontinence..Urge","Urinoma","Virilism","Hirsutism"
"MESH:D015228",3.464551,0,2.475751,1.473155,0,0,18.86433,0,0,0,17.84028,17.00091,0,3.989448,3.576669,9.886465,116.5575,1.75294,8.011799,0,0,0,0,0,0,0,0,0,0,0,0,1.138013,0,0,7.765355,0,0,0,0,0,2.218303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9054467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.985982,0,0,0,0,0,0,0,0,0,0.3293867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.684943,0,0.8035505,1.228527,0,0,0,0,0,0,0,0,3.194062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098138,0,0,0,0,0,0,0,0,0,0,0,1.596252,0,0,0,0,0,0,11.87877,1.4376,0,0,1.4773,0,0,1.452683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9231881,0,2.082052,0,0,3.137867,0,0,0,0,4.798637,0,2.277506,0,2.530538,0,0,0,0,1.001989,2.734225,0,0,0,0,0,0,0,0,2.10513,0,0,0,0,0,0,0,0,0,0,1.454712,0,0,0,0,0,0,1.063219,0,0,0,0,1.933894,0,0,0,0,0,0,0,0,0,6.244889,14.45561,0,0,0,0,0,0,0,2.483722
"MESH:D028361",3.464551,2.063219,1.237875,0,0,1.945436,2.057927,2.814262,0,0,1.48669,0,0,1.994724,0,0,5.827876,0,0,0,4.285591,0,0,0,0.5958781,0,0,0,0,0,0,3.414039,0,0,0,0,0,0,0,0,2.218303,0,0,0,0,0,0,0,0,19.51456,5.126357,0,0,0,1.992983,12.28887,0,0,2.879293,7.100283,0,0,0,0,3.478706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.079755,0,2.922403,0,5.205937,0,0,0.8771293,0,1.312085,0,0,0,0,3.495323,0,0,0,0,0,0,2.71634,0,2.536212,0,0,0,0,0,0,5.326564,0,0,0,0,4.803866,1.72728,11.59558,11.91589,5.843287,0,0,6.108097,0,0,0,0,0,0.3293867,0,0,0,3.538257,0,0,0,0,0,0,0,0,0,0,0,0,3.297497,0,9.308931,87.52495,6.068295,0,0,0,0,0,0,1.287736,0,0,0,0,0,0,0,0,0,0,9.296836,0,0,2.20505,8.839056,33.17023,0,4.423577,2.26742,0,0,0,23.08226,0,0,7.386786,0,0,0,0,0,0,1.045531,0,0,0,0,0,0,0,3.317447,0,1.098138,0,0,0,0,0,0,0,4.512087,0,0,2.078257,0,1.665245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.281245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.007954,0,1.876554,0,0,0,0,0,0,0,2.10513,0,2.521353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063219,0,0,0,0,0,0,0,0,0,3.702963,0,0,0,0,3.746933,0,0,0,1.617529,0,0,0,0,0
"MESH:D009765",6.929103,4.126439,10.52194,0,0,13.61805,2709.947,457.3176,196.8664,0.8446152,2209.221,4836.26,25.65697,55.85227,17.88334,1215.211,41794.19,606.5172,1711.854,0,12.85677,0,8.717048,0,34.56093,3.51904,0,0,0,0,0,50.07258,0,0,2.588452,0,2.363417,0,10.21713,0,22.18303,63.56871,0,0,0.6294727,0,5.354945,0,0.7479521,2.439319,0,2.802176,0,0,1.992983,1.536109,0,14.046,0,0,2.24256,3.110911,0,0,5.218058,5.234297,0,0,0,0,0,2.701907,0,0,0,0,0,0,0,4.973134,2.305833,0,0,0,0,0,0,0,2.026585,0,0,0,13.8825,0,4.16791,0,0,1.312085,0,0,1.490891,0,0,11.74398,2.171486,0,0,0,0,154.8314,4.158172,0,0,0,0,3.446576,0,0,5.326564,0,0,0,0,0,0,36.44324,12.90888,26.29479,104.8044,0,0,0,0,0,2.381207,0,34.91499,14.91007,38.1701,1.972329,22.99867,0,4.586153,0,1.958792,1.538314,0,0,2.169409,0,0,1.937886,0,16.48749,1.294632,2.659695,0,0,8.942355,0,0,4.107419,2.48942,1.98778,0,0,0,131.943,0,0,0,0,0,1.407131,0,7.606502,1.029966,9.3973,3.675083,0.8035505,15.97085,0,0,0,0,0,0,21.86741,0,0,3.693393,0,0,0,0,1.974034,2.28823,0,4.78822,0,0,9.506127,11.88046,7.170359,0,6.634894,2.563528,10.98138,0,0,0,1.644165,0,0,2.381207,4.512087,135.8629,136.5234,4.156514,4.788756,0,0,0,0,0,0,8.484837,1.4376,2.134747,9.763235,22.1595,0,3.298682,55.20197,18.18572,11.2128,0,0,0,0,0,40.26853,0,2.760105,0,0,0,89.43777,36.66006,0,72.00867,0,14.57437,0,0,25.10294,0,3.241408,22.23809,2.953726,962.1267,638.451,18.22005,10.2603,21.08782,0,0,11.50033,0,122.2426,0,35.65452,7.275646,1.314729,50.26108,0,0,109.7712,20.64433,16.84104,0,237.0072,0,6.660147,24.58904,91.08346,0,1.837072,0,6.899944,5.818847,0,0,0,0,4.397826,0,1.063219,0,0,0,0,0,2.184039,0,0,0,3.702963,4.172966,2.614012,7.082704,9.316948,127.3957,227.1595,0,10.63,59.84859,75.65875,4.127846,0,13.36234,149.0233
"MESH:D000303",3.464551,0,0.6189376,0,0,0,0.6859757,0,0,0,0,0,0,0,0,0,1.665107,0,0,0,0,0,0,0,1.191756,0,0,0,0,0,0,1.138013,0,3.762386,2.588452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.490891,0,0,0,0,0,0,0,0,0.9054467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72728,0,0,0,0,0,0,0,0,0,0,0,0.3293867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.277479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8451669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.376092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8484837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.825261,0,0,1.846376,0,0,0,0,0,0,0,0,0,0,0,1.138753,0,1.687025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.908224,14.90233
"MESH:D001327",6.929103,0,25.37644,23.57048,0,3.890872,26.06708,5.628524,3.336718,0,11.89352,20.00107,0,3.989448,0,0.8238721,24.97661,3.50588,2.6706,0,4.285591,0,5.230229,0,15.49283,0,0,1.507877,2.752642,0,0,19.34622,0,0,0,0,2.363417,0,0,172.9499,0,2.763857,3.495323,0,0.1398828,0,0,0,0,7.317958,27.34057,5.604352,0,0,49.82458,9.216654,4.309982,0,0,15.97564,4.48512,0,0,22.33428,0,1.744766,0,3.074354,0,0,0,10.80763,0,2.155473,0,0,21.41978,0,0,0,1.152917,3.621324,0,0,0,0,0,0,2.026585,0,0,0,10.41187,3.017896,2.083955,2.631388,1.855946,10.49668,0,0,5.963566,0,0,7.339988,2.171486,0,0,0,0,8.14902,0,0,0,0,0,0,3.089858,0,1.331641,0,12.29742,2.24256,0,9.607731,5.181841,0,10.9229,8.764931,0,0,6.108097,9.570942,0,0,0,0,5.928961,4.587714,3.180842,1.972329,13.26846,0,0,0,0,0,0,0,4.338819,0,0,3.875771,4.071291,0,3.883897,14.62832,0,0,2.554959,0,0,8.214838,4.978841,3.975559,2.575472,4.471772,0,25.2026,3.492247,0,0,0,3.928513,7.035655,0,11.83234,2.746575,25.50696,10.29023,10.44616,33.17023,0,35.38862,6.802261,0,6.211213,0,236.8969,0,0,0,0,77.55906,0,0,13.81824,6.864691,0,0,2.694864,5.165883,6.790091,0,0,0,9.288852,0,9.883245,0,0,0,8.220826,4.164104,0,7.14362,4.512087,5.971996,2.575912,2.078257,25.54003,6.660979,0,0,6.648381,3.731553,0,13.57574,0,0,0,25.1141,0,2.199122,17.4322,5.195921,6.727681,0,0,0,0,4.01662,0,16.32863,0,0,0,0,3.650521,7.969577,0,46.15941,25.0937,6.246157,0,0,0,0,0,0,2.953726,0,2.763857,4.555012,0,4.217563,2.085862,0,2.875083,0,3.005966,0,0,0,5.258917,10.05222,3.752234,1.697074,0,0,0,0,0,0,0,1.639269,0,0,3.061786,3.303928,43.69964,21.82068,42.46649,0,0,0,8.795653,0,44.65518,4.683792,14.6981,23.97857,434.376,342.2993,63.33712,0,0,0,0,0,2.614012,4.721803,0,198.5875,18.58578,2.883522,0,1.617529,0,0,0,4.454112,0
"MESH:D003072",6.929103,6.189658,12.99769,0,0,7.781745,23.32317,29.54975,0,0,14.8669,17.00091,0,1.994724,0,7.414849,41.62768,7.01176,10.6824,0,4.285591,0,5.230229,0,0.5958781,0,0,1.507877,0,0,0,163.8739,50.19251,0,2.588452,0,2.363417,0,3.405711,0,4.436606,35.93014,0,5.862447,1.189004,0,0,2.944676,11.21928,41.46843,39.30207,5.604352,7.746487,7.349049,19.92983,27.64996,6.464973,30.433,37.43081,33.72635,125.5834,24.88729,9.316948,0,50.44123,78.51445,0,0,4.449096,114.4212,0,18.91335,60.29987,354.5754,56.9524,106.0231,265.0698,49.26656,9.316948,268.5493,136.0442,246.25,68.44005,15.26777,35.97765,5.708296,20.97194,7.549796,28.37219,0,40.91365,6.646946,569.1825,612.633,356.3563,223.668,21.34338,98.40636,24.76064,0,28.32694,6.365135,0,2367.88,840.3651,20.35344,57.77609,16.39543,28.20906,193.7656,363.147,131.883,23.94387,37.83797,66.01028,270.5562,43.25801,3.22936,340.9001,12.33974,0,4.48512,2.96084,21.6174,17.2728,6.626045,25.81777,2.921644,4.763834,4.098858,0,4.101832,3.241408,0,0,0,55.00758,5.734643,7.952105,0,27.42149,0,0,0,1.958792,6.153256,0,0,0,9.964917,0,4.844714,4.071291,0,40.1336,3.989542,0,91.02442,8.942355,0,12.4731,12.32226,0,0,29.61792,0,0,34.09763,0,0,0,0,0,15.47844,10.58122,114.0975,9.956335,14.76719,16.90538,18.48166,24.57054,0,2.211789,2.26742,0,3.105606,0,13.36341,6.507206,0,7.386786,0,2.585302,3.585179,4.056894,15.79227,86.95275,3.136593,4.78822,0,1.721961,4.074054,2.376092,0,0,57.06009,0,17.57021,0,8.834028,10.26644,1.644165,10.41026,0,0,13.53626,189.6109,175.162,0,7.98126,0,0,0,0,0,0,0.8484837,1.4376,4.269495,0,2.9546,2.420427,3.298682,1.452683,0,0,0,0,2.730582,0,0,33.55711,0,0,0,0,0,14.60208,3.187831,0,6.462317,4.562491,0,3.804059,0,0,3.732233,0,0,2.953726,2.399318,44.22171,6.832518,0,7.591614,0,0,2.875083,0,60.11931,8.202676,9.38277,3.637823,3.944187,6.03133,0,0,12.6659,0,8.420521,3.37062,5.042707,0,3.330074,1.639269,46.92178,0,0,3.303928,0,1.454712,0,0,0,0,0,0,0,0,0,1.998214,0,0,8.736154,0,0,0,3.702963,0,0,0,0,0,22.71595,0,28.34666,61.46611,0,4.127846,0,0,0
"MESH:D002658",3.464551,6.189658,1.237875,1.473155,0,5.836309,20.92226,147.7487,6.673436,0,11.89352,1.000054,1.832641,0,0,1.647744,14.98597,1.75294,8.011799,0,0,0,5.230229,0,1.787634,0,0,0,0,0,0,2.276026,0,0,5.176903,0,2.363417,0,0,0,0,11.05543,0,0,0.2098242,0,0,0,4.487712,24.39319,15.37907,5.604352,7.746487,0,9.964917,3.072218,4.309982,25.751,8.63788,1.775071,15.69792,3.110911,0,3.722381,5.218058,3.489531,0,0,0,81.04832,0,2.701907,32.62124,86.21893,26.80113,0,117.8088,0,0,504.7731,92.23332,18.10662,0,0,0,0,0,26.42429,4.05317,4.476152,20.45682,23.26431,409.5337,0,0,0,0.9279728,1.312085,6.19016,0,0,0,0,49.91192,13.02892,0,0,0,0,561.3769,30.49326,10.14485,3.990645,21.02109,3.143347,1.723288,0,0,230.3739,0,3.074354,0,8.882521,2.401933,13.81824,120.9253,5.957946,1.460822,0,0,0,0,0,0,0,5.211859,4.611414,0,0,0,1.769129,0,0,0,0,0,0,0,0,0,0,1.937886,0,0,15.53559,1.329847,0,0,1.277479,0,0,9.583978,0,0,2.575472,0,0,22.23758,0,0,0,0,0,25.32836,0,65.92302,2.746575,0,27.19561,16.87456,49.14109,0,6.635366,6.802261,0,0,0,30.3714,0,0,0,0,0,3.585179,4.056894,0,2.28823,0,0,0,1.721961,0,0,0,0,46.44426,5.127056,35.14043,0,0,0,0,0,0,0,4.512087,70.17095,0,0,0,1.665245,0,0,0,0,0,0,0,4.269495,0,0,0,0,0,0,0,0,0,2.730582,0,0,1.677855,0,2.760105,0,0,0,3.650521,7.969577,0,1.846376,2.281245,0,30.43247,0,3.137867,0,0,0,0,0,0,1.138753,3.4201,1.687025,0,0,0,0,14.02784,19.13958,15.01243,0,1.314729,0,0,0,6.332951,0,0,0,0,0,0,1.639269,2.760105,0,0,3.303928,0,0,0,0,0,0,0,0,0,0,0,0,0,1.933894,0,0,0,0,0,0,0,0,0,1.248978,0,0,0,3.235059,0,0,0,0,2.483722
"MESH:D003645",3.464551,2.063219,2.475751,0,0,5.836309,3.772866,0,0,0,0,0,1.832641,1.994724,0,0.8238721,12.4883,5.25882,0,0,14.99957,0,3.486819,0,3.575269,0,0,0,0,0,0,3.414039,0,0,0,0,11.81709,0,0,0,0,0,0,0,0,0,0,0,0.7479521,0,0,0,0,0,0,3.072218,0,0,0,0,11.2128,3.110911,0,0,0,0,0,0,0,0,0,2.701907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735312,0,31.25933,0,4.639864,2.62417,0,0,65.59922,0,0,0,0,0,0,0,0,8.14902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.313022,0.9929911,1.460822,0,0,0,4.101832,0,0,0,0,1.646934,1.146929,0,0,12.3839,0,0,0,0,0,0,0,0,0,0,1.453414,0,0,1.294632,0,0,3.034147,1.277479,0,0,2.738279,0,1.98778,0,0,0,5.930023,0,0,0,0,0,1.407131,0,30.42601,0.3433219,2.684943,0,0,3.685581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45099,0,0,0,0,0,0,0,0,0,3.393935,0,0,0,0,0,8.796487,66.82344,2.59796,31.39584,48.98924,0,2.730582,0,0,0,0,0,0,0,0,0,0,0,2.769564,0,0,0,0,0,0,0,0,0,0,0,3.416259,0,9.278639,6.257585,0,0,0,16.03182,0,28.14831,0,2.629458,9.046995,0,5.091223,4.221968,0,4.21026,0,20.17083,0,19.98044,1.639269,5.52021,0,0,3.303928,0,0,0,0,0,0,0,0,3.189656,0,0,1.998214,0,0,15.28827,11.05174,0,0,0,0,0,0,0,1.248978,0,0,0,1.617529,0,0,0,0,0
"MESH:D042822",6.929103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9054467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D005911",3.464551,0,1.237875,0,0,5.836309,1.028964,1.407131,0,0,1.48669,0,0,0,0,0,0.8325537,0,0,0,0,0,0,0,0.5958781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21966,1.708786,0,0,0,0,3.072218,0,2.341,0,3.550142,0,0,0,0,1.739353,5.234297,0,0,0,0,0,0,0,2.155473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94125,0,0,0,0,0,0,0,0,0,0,11.74398,0,0,0,0,0,1.810893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646934,0,0,0,0,0,0,0,0,7.691571,0,0,0,7.971933,0,0.4844714,0,0,0,0,0,9.102442,1.277479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407131,0,14.36784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.33521,0,0,0,0,0,0,1.990468,2.563528,1.098138,0,0,2.56661,0,0,0,0,0,1.492999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001989,0,0,0,0,0,0,0,0,5.898381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D006130",10.39365,0,1.237875,1.473155,0,9.727181,214.0244,198.4055,13.34687,0,115.9618,12.00064,10.99584,7.978896,3.576669,9.062593,74.92983,1.75294,16.0236,0,0,0,12.20387,0,4.171147,0,2.341,6.031508,0,0,0,3.414039,0,0,5.176903,0,4.726834,0,0,8.395626,0,0,0,0,0.06994141,0,0,0,0,4.878639,3.417571,0,0,0,0,3.072218,0,23.41,0,1.775071,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23321,0,0,0,0,0,32.32537,17.29375,1.810662,0,0,0,0,0,3.774898,0,0,0,0,39.91218,0,2.083955,0,0.9279728,0,0,0,0,0,0,1.467998,0,0,0,0,0,354.9351,0,0,0,0,3.143347,0,0,0,43.94415,0,0,2.24256,2.96084,0,8.636401,26.50418,0,5.843287,0,0,6.108097,0,0,2.59796,2.381207,0,0.9881601,0,0,0,2.653693,0,0,0,0,0,0,0,0,0,0,1.453414,4.071291,0,6.473162,1.329847,0,0,1.277479,0,0,2.738279,2.48942,1.98778,0,0,0,2.965011,1.746123,0,0,0,0,4.221393,0,12.6775,0.6866438,0,2.940066,1.607101,44.22698,0,0,6.802261,0,0,0,15.79313,0,3.194062,3.693393,0,0,0,0,0,4.57646,0,0,0,1.721961,0,14.25655,0,0,5.971405,2.563528,10.98138,0,0,2.56661,0,0,0,0,0,8.957993,0,2.078257,0,1.665245,0,0,6.648381,1.865776,0,4.242418,0,0,0,0,0,0,1.452683,0,0,0,0,2.730582,0,0,0,0,0,0,0,0,10.95156,6.375662,0,27.69564,47.90615,2.082052,0,0,0,0,0,0,0,14.39591,0,1.138753,0,4.217563,0,0,2.875083,0,9.017897,0,3.753108,0,2.629458,1.005222,0,0,0,0,2.10513,0,0,6.458719,0,1.639269,2.760105,0,0,6.607857,0,1.454712,0,0,0,3.535169,0,0,1.063219,0,3.674525,1.998214,1.414906,0,0,0,0,0,0,0,0,4.721803,0,6.244889,8.260347,0,0,1.617529,0,0,0,6.681168,32.28839
